assign_seconds,budget,build_seconds,centered_discrepancy,combined_score_lower_is_better,composite_score,compressed_bytes,corpus,coverage_entropy,dataset,detected,detection_delay,discovered_bug_classes,false_positive_rate,field,imbalance_k2,input_bytes,k1,k2,locality_k2,mean_residual,method,min_grid_coverage,min_pairwise_distance,movement,n,ratio,roundtrip_ok,runtime_seconds,scenario,seed,selected_count,suite,threshold,top_recall,total_hits
0.04351591601152904,,0.0,,0.6660200492609234,,,,,hotspot_tail,,,,,,1.088,,32,40,0.9986001094687185,,jump_hash,,,0.19905,20000,,,,,0,,stable_partition,,,
0.9013303340179846,,0.0,,0.6688344134556905,,,,,hotspot_tail,,,,,,1.096,,32,40,0.9978542521237567,,rendezvous_hash,,,0.2006,20000,,,,,0,,stable_partition,,,
0.0016690420161467046,,0.0,,2.6861363047494278,,,,,hotspot_tail,,,,,,9.758,,32,40,0.023525121665395617,,grid,,,0.92395,20000,,,,,0,,stable_partition,,,
0.004480166011489928,,0.0,,0.9703954193729958,,,,,hotspot_tail,,,,,,1.0,,32,40,0.0731009319399906,,morton_sort,,,0.9375,20000,,,,,0,,stable_partition,,,
0.0037596670154016465,,0.0,,1.094442956778,,,,,hotspot_tail,,,,,,1.0,,32,40,0.3487621261733336,,principal_sort,,,0.9375,20000,,,,,0,,stable_partition,,,
0.00012604199582710862,,0.014294791006250307,,0.43109302722047405,,,,,hotspot_tail,,,,,,2.5,,64,80,0.013095616045497837,,rdt_stable,,,0.1252,20000,,,,,0,,stable_partition,,,
0.003665458003524691,,0.0,,1.2840810799462994,,,,,hotspot_tail,,,,,,1.184,,64,80,0.9970690665473322,,modulo_hash,,,0.7986,20000,,,,,0,,stable_partition,,,
0.04982133398880251,,0.0,,0.676576080923897,,,,,hotspot_tail,,,,,,1.124,,64,80,0.996169068719771,,jump_hash,,,0.2035,20000,,,,,0,,stable_partition,,,
1.8014569160004612,,0.0,,0.6825630389698045,,,,,hotspot_tail,,,,,,1.152,,64,80,0.9964734199328991,,rendezvous_hash,,,0.20375,20000,,,,,0,,stable_partition,,,
0.0017473339976277202,,0.0,,5.990696177549037,,,,,hotspot_tail,,,,,,26.104,,64,80,0.011102616775636662,,grid,,,0.9649,20000,,,,,0,,stable_partition,,,
