assign_seconds,build_seconds,combined_score_lower_is_better,dataset,imbalance_k2,k1,k2,locality_k2,method,movement,n,python_peak_memory_kib,seed
0.46217466599773616,0.0,0.6629849020754515,clustered,1.088,16,20,0.9972997823898919,rendezvous_hash,0.1966,5000,26875.4375,1
0.055274999991524965,0.0,0.7344971514233032,clustered,1.32,16,20,0.9962158920517847,virtual_node_hash,0.2222,5000,26875.4375,1
0.0005953329964540899,0.0,1.295225850766065,clustered,3.5220000000000002,16,20,0.021390779480144406,grid,0.7812,5000,26875.4375,1
0.001269000000320375,0.0,0.9027219801042974,clustered,1.0,16,20,0.06115995578732757,morton_sort,0.8752,5000,26875.4375,1
0.2514441669918597,0.0,0.9082183506871181,clustered,1.0,16,20,0.07337411263804036,hilbert_sort,0.8752,5000,26875.4375,1
0.002168209000956267,0.0,0.9079179827368163,clustered,1.0,16,20,0.07270662830403646,principal_sort,0.8752,5000,26875.4375,1
0.037275124981533736,0.0,0.9759087752421709,clustered,1.0,16,20,0.22379727831593546,h3_sort,0.8752,5000,26875.4375,1
0.33644116698997095,0.0,0.9342905707401677,clustered,1.0,16,20,0.13131237942259513,s2_sort,0.8752,5000,26875.4375,1
0.03297287502209656,0.0,0.907708724909059,clustered,1.0,16,20,0.07224161090901997,geohash_sort,0.8752,5000,26875.4375,1
0.00014858398935757577,0.010027042008005083,0.17836922041656258,diagonal,1.252,16,20,0.006153823147916868,rdt_stable,0.1252,5000,26888.8515625,1
0.0010132500028703362,0.0,1.2629697930892223,diagonal,1.096,16,20,0.9968217624204936,modulo_hash,0.7952,5000,26888.8515625,1
0.0777630000084173,0.0,0.6758811336448309,diagonal,1.168,16,20,0.9966247414329578,jump_hash,0.1938,5000,26888.8515625,1
0.4430051670060493,0.0,0.662977400566038,diagonal,1.088,16,20,0.9972831123689734,rendezvous_hash,0.1966,5000,26888.8515625,1
0.0535856659989804,0.0,0.7346462634938887,diagonal,1.32,16,20,0.9965472522086415,virtual_node_hash,0.2222,5000,26888.8515625,1
0.0006033329991623759,0.0,0.9635827961228636,diagonal,1.8216,16,20,0.028139546939696978,grid,0.7866,5000,26888.8515625,1
0.0012641659996006638,0.0,0.8773378647858194,diagonal,1.0,16,20,0.004750810635154292,morton_sort,0.8752,5000,26888.8515625,1
0.1829831670038402,0.0,0.8898832770380859,diagonal,1.0,16,20,0.032629504529079825,hilbert_sort,0.8752,5000,26888.8515625,1
0.0011204159818589687,0.0,0.8771390719475486,diagonal,1.0,16,20,0.0043090487723303214,principal_sort,0.8752,5000,26888.8515625,1
0.02694258399424143,0.0,0.882364864939468,diagonal,1.0,16,20,0.015921922087706725,h3_sort,0.8752,5000,26888.8515625,1
0.3275342910201289,0.0,0.8981535635414777,diagonal,1.0,16,20,0.05100791898106168,s2_sort,0.8752,5000,26888.8515625,1
0.03419199999189004,0.0,0.8773620080243363,diagonal,1.0,16,20,0.004804462276302924,geohash_sort,0.8752,5000,26888.8515625,1
8.004199480637908e-05,0.009191334014758468,0.20006015922057202,uniform,1.252,16,20,0.05435590937904894,rdt_stable,0.1252,5000,26896.4375,2
0.0010642920096870512,0.0,1.2628387899950113,uniform,1.096,16,20,0.9965306444333581,modulo_hash,0.7952,5000,26896.4375,2
0.08192299999063835,0.0,0.675696382068879,uniform,1.168,16,20,0.9962141823752868,jump_hash,0.1938,5000,26896.4375,2
0.44385512499138713,0.0,0.6620460080359077,uniform,1.088,16,20,0.9952133511909059,rendezvous_hash,0.1966,5000,26896.4375,2
0.05364966701017693,0.0,0.7342544636422543,uniform,1.32,16,20,0.9956765858716761,virtual_node_hash,0.2222,5000,26896.4375,2
