budget,centered_discrepancy,combined_score_lower_is_better,composite_score,compressed_bytes,corpus,coverage_entropy,dataset,delay_minutes,detected,discovered_bug_classes,false_positives_before_first_window,field,imbalance_k2,input_bytes,k1,k2,locality_k2,mean_residual,method,min_grid_coverage,movement,ratio,roundtrip_ok,runtime_seconds,seed,selected_count,suite,threshold,top_recall,total_hits
,,,0.2715571568025914,,,0.4581865609642146,,,,,,real_california_housing_residual,,,,,,0.15168289996664316,rdt_no_gradient,0.375,,,,0.017629957990720868,1,512,residual_sampler_ablation,,0.08042635658914729,
,,,0.24119459356152703,,,0.4434878752920706,,,,,,real_california_housing_residual,,,,,,0.18412066378636355,rdt_no_coverage,0.203125,,,,0.0127737500006333,1,512,residual_sampler_ablation,,0.10077519379844961,
,,,0.2933696871375847,,,0.5117871459744945,,,,,,real_california_housing_residual,,,,,,0.15873730564376315,rdt_high_coverage,0.375,,,,0.0177009160106536,1,512,residual_sampler_ablation,,0.0872093023255814,
,,,0.28755964543792256,,,0.41919034909173897,,,,,,real_california_housing_residual,,,,,,0.21175960991169548,rdt_tuned,0.375,,,,0.2020668749755714,1,512,residual_sampler_ablation,,0.14631782945736435,
,,,0.4595528254681441,,,0.487634318613302,,,,,,real_california_housing_residual,,,,,,0.48405373229624393,top_residual,0.328125,,,,0.0012012090010102838,1,512,residual_sampler_ablation,,0.49612403100775193,
,,,0.43589812238852765,,,0.45431025001373343,,,,,,real_california_housing_residual,,,,,,0.4713410069785329,top_residual_gradient,0.28125,,,,0.001352958002826199,1,512,residual_sampler_ablation,,0.4903100775193798,
768,0.11687895286092152,,,,,,,,,5,,,,,,,,,rdt_full,,,,,0.006858499982627109,1,,coverage_ablation,,,80
768,0.028693676206501702,,,,,,,,,5,,,,,,,,,rdt_hybrid_sobol,,,,,0.003694415994687006,1,,coverage_ablation,,,73
768,0.00032499125198037424,,,,,,,,,3,,,,,,,,,rdt_boundaries_only,,,,,8.23330192361027e-05,1,,coverage_ablation,,,35
768,0.0010701036694464232,,,,,,,,,4,,,,,,,,,rdt_powers_only,,,,,0.00011449999874457717,1,,coverage_ablation,,,85
768,0.000654105533616849,,,,,,,,,3,,,,,,,,,rdt_midpoints_only,,,,,0.00027370898169465363,1,,coverage_ablation,,,58
768,1.9070965909525091e-06,,,,,,,,,2,,,,,,,,,sobol,,,,,0.00022929199622012675,1,,coverage_ablation,,,32
768,0.00033376547413015574,,,,,,,,,2,,,,,,,,,random_uniform,,,,,3.7209014408290386e-05,1,,coverage_ablation,,,31
,,,,,,,real_nab_ambient,,False,,0,,,,,,,,rdt_raw_abs_shell,,,,,,1,,drift_ablation,0.015563027213417294,,
,,,,,,,real_nab_ambient,9300.0,True,,2,,,,,,,,rdt_standard_abs_shell,,,,,,1,,drift_ablation,0.15762867541569608,,
,,,,,,,real_nab_ambient,9300.0,True,,2,,,,,,,,rdt_standard_signed_shell,,,,,,1,,drift_ablation,0.29881317655261436,,
,,,,,,,real_nab_ambient,,False,,2,,,,,,,,histogram_js,,,,,,1,,drift_ablation,0.34672217455392657,,
,,,,,,,real_nab_ambient,13140.0,True,,2,,,,,,,,mean_std,,,,,,1,,drift_ablation,2.6161173861725726,,
,,,,,,,real_nab_ambient,,False,,2,,,,,,,,entropy_delta,,,,,,1,,drift_ablation,0.6151432370680079,,
,,,,,,,synthetic_variance_shift,2820.0,True,,1,,,,,,,,rdt_raw_abs_shell,,,,,,1,,drift_ablation,0.009710883844463638,,
,,,,,,,synthetic_variance_shift,3780.0,True,,1,,,,,,,,rdt_standard_abs_shell,,,,,,1,,drift_ablation,0.013695426711315486,,
,,,,,,,synthetic_variance_shift,3780.0,True,,1,,,,,,,,rdt_standard_signed_shell,,,,,,1,,drift_ablation,0.01954745118055204,,
,,,,,,,synthetic_variance_shift,1860.0,True,,1,,,,,,,,histogram_js,,,,,,1,,drift_ablation,0.02844344934484992,,
,,,,,,,synthetic_variance_shift,1860.0,True,,1,,,,,,,,mean_std,,,,,,1,,drift_ablation,0.2245509367107021,,
