assign_seconds,build_seconds,dataset,imbalance,imbalance_weight,k1,k2,locality,locality_weight,method,movement,movement_vs_k1,n,score,seed,suite,total_seconds,winner
0.020719957974506542,0.0,synthetic_uniform,1.072,0.5,16,20,0.9980884375077088,2.0,jump_hash,0.1964,,,2.228576875015418,0,score_weight_sensitivity,,False
0.002152500004740432,0.0,synthetic_uniform,1.0,0.5,16,20,0.11771336844132929,2.0,morton_sort,0.875,,,1.1104267368826586,0,score_weight_sensitivity,,False
0.000864041008753702,0.0,synthetic_uniform,1.078,0.5,16,20,0.05139030434252689,2.0,grid,0.8816,,,1.0233806086850539,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.0,64,80,0.013694330374846526,0.0,rdt_stable,0.1254,,,0.1254,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.0,64,80,0.9921171168917119,0.0,jump_hash,0.2053,,,0.2053,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.0,64,80,0.0530406424425538,0.0,morton_sort,0.9689,,,0.9689,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.0,64,80,0.012782511379260243,0.0,grid,0.9458,,,0.9458,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.1,64,80,0.013694330374846526,0.0,rdt_stable,0.1254,,,0.15100000000000002,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.1,64,80,0.9921171168917119,0.0,jump_hash,0.2053,,,0.22610000000000002,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.1,64,80,0.0530406424425538,0.0,morton_sort,0.9689,,,0.9689,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.1,64,80,0.012782511379260243,0.0,grid,0.9458,,,1.0138,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.2,64,80,0.013694330374846526,0.0,rdt_stable,0.1254,,,0.1766,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.2,64,80,0.9921171168917119,0.0,jump_hash,0.2053,,,0.2469,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.2,64,80,0.0530406424425538,0.0,morton_sort,0.9689,,,0.9689,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.2,64,80,0.012782511379260243,0.0,grid,0.9458,,,1.0817999999999999,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.5,64,80,0.013694330374846526,0.0,rdt_stable,0.1254,,,0.2534,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.5,64,80,0.9921171168917119,0.0,jump_hash,0.2053,,,0.3093,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.5,64,80,0.0530406424425538,0.0,morton_sort,0.9689,,,0.9689,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.5,64,80,0.012782511379260243,0.0,grid,0.9458,,,1.2858,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.0,64,80,0.013694330374846526,0.05,rdt_stable,0.1254,,,0.12608471651874234,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.0,64,80,0.9921171168917119,0.05,jump_hash,0.2053,,,0.2549058558445856,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.0,64,80,0.0530406424425538,0.05,morton_sort,0.9689,,,0.9715520321221277,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.0,64,80,0.012782511379260243,0.05,grid,0.9458,,,0.946439125568963,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.1,64,80,0.013694330374846526,0.05,rdt_stable,0.1254,,,0.15168471651874235,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.1,64,80,0.9921171168917119,0.05,jump_hash,0.2053,,,0.27570585584458557,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.1,64,80,0.0530406424425538,0.05,morton_sort,0.9689,,,0.9715520321221277,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.1,64,80,0.012782511379260243,0.05,grid,0.9458,,,1.014439125568963,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.2,64,80,0.013694330374846526,0.05,rdt_stable,0.1254,,,0.17728471651874234,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.2,64,80,0.9921171168917119,0.05,jump_hash,0.2053,,,0.29650585584458555,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.2,64,80,0.0530406424425538,0.05,morton_sort,0.9689,,,0.9715520321221277,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.2,64,80,0.012782511379260243,0.05,grid,0.9458,,,1.082439125568963,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.5,64,80,0.013694330374846526,0.05,rdt_stable,0.1254,,,0.2540847165187423,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.5,64,80,0.9921171168917119,0.05,jump_hash,0.2053,,,0.35890585584458556,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.5,64,80,0.0530406424425538,0.05,morton_sort,0.9689,,,0.9715520321221277,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.5,64,80,0.012782511379260243,0.05,grid,0.9458,,,1.286439125568963,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.0,64,80,0.013694330374846526,0.1,rdt_stable,0.1254,,,0.12676943303748467,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.0,64,80,0.9921171168917119,0.1,jump_hash,0.2053,,,0.30451171168917124,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.0,64,80,0.0530406424425538,0.1,morton_sort,0.9689,,,0.9742040642442553,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.0,64,80,0.012782511379260243,0.1,grid,0.9458,,,0.947078251137926,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.1,64,80,0.013694330374846526,0.1,rdt_stable,0.1254,,,0.15236943303748468,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.1,64,80,0.9921171168917119,0.1,jump_hash,0.2053,,,0.3253117116891712,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.1,64,80,0.0530406424425538,0.1,morton_sort,0.9689,,,0.9742040642442553,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.1,64,80,0.012782511379260243,0.1,grid,0.9458,,,1.015078251137926,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.2,64,80,0.013694330374846526,0.1,rdt_stable,0.1254,,,0.17796943303748466,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.2,64,80,0.9921171168917119,0.1,jump_hash,0.2053,,,0.3461117116891712,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.2,64,80,0.0530406424425538,0.1,morton_sort,0.9689,,,0.9742040642442553,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.2,64,80,0.012782511379260243,0.1,grid,0.9458,,,1.083078251137926,0,score_weight_sensitivity,,False
8.600001456215978e-05,0.00924187499913387,synthetic_uniform,1.256,0.5,64,80,0.013694330374846526,0.1,rdt_stable,0.1254,,,0.25476943303748467,0,score_weight_sensitivity,,True
0.025447916996199638,0.0,synthetic_uniform,1.208,0.5,64,80,0.9921171168917119,0.1,jump_hash,0.2053,,,0.4085117116891712,0,score_weight_sensitivity,,False
0.0021676659816876054,0.0,synthetic_uniform,1.0,0.5,64,80,0.0530406424425538,0.1,morton_sort,0.9689,,,0.9742040642442553,0,score_weight_sensitivity,,False
0.0008810840081423521,0.0,synthetic_uniform,1.68,0.5,64,80,0.012782511379260243,0.1,grid,0.9458,,,1.287078251137926,0,score_weight_sensitivity,,False
